,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
255,Fall,0,1, Clear + Few clouds,27.06,31.06,74,8.9981,1312243200000000000,5,Tuesday,August,21
256,Winter,0,1, Clear + Few clouds,21.32,25.0,45,19.0012,1350345600000000000,13,Tuesday,October,328
257,Fall,0,0, Clear + Few clouds,27.06,31.06,47,0.0,1347148800000000000,12,Sunday,September,757
258,Summer,0,1, Clear + Few clouds,29.52,33.335,51,26.0027,1302480000000000000,18,Monday,April,383
259,Spring,0,1, Mist + Cloudy ,9.84,12.88,93,7.0015,1295395200000000000,8,Wednesday,January,197
260,Winter,0,1," Light Snow, Light Rain",14.76,16.665,76,19.0012,1355184000000000000,3,Tuesday,December,3
261,Spring,0,1," Light Snow, Light Rain",17.22,21.21,77,7.0015,1328140800000000000,10,Thursday,February,78
262,Summer,0,0, Clear + Few clouds,19.68,23.485,59,6.0032,1337385600000000000,4,Saturday,May,14
263,Winter,0,1, Mist + Cloudy ,18.04,21.97,33,19.9995,1323993600000000000,6,Friday,December,82
264,Spring,0,1, Clear + Few clouds,27.06,31.06,39,16.9979,1300406400000000000,14,Friday,March,174
265,Summer,0,1, Clear + Few clouds,18.04,21.97,94,12.998,1305158400000000000,2,Thursday,May,15
266,Spring,0,1, Clear + Few clouds,13.12,15.15,53,19.9995,1328227200000000000,11,Friday,February,164
267,Winter,0,0, Clear + Few clouds,14.76,18.94,62,0.0,1322870400000000000,17,Saturday,December,232
268,Summer,0,1," Light Snow, Light Rain",21.32,25.0,77,7.0015,1335830400000000000,6,Tuesday,May,26
269,Winter,0,0, Clear + Few clouds,9.84,11.365,56,16.9979,1321660800000000000,5,Saturday,November,2
270,Winter,0,1, Clear + Few clouds,14.76,16.665,57,19.9995,1323388800000000000,12,Friday,December,173
271,Spring,0,1, Clear + Few clouds,18.86,22.725,23,32.9975,1299024000000000000,18,Wednesday,March,201
272,Winter,0,1, Clear + Few clouds,12.3,16.665,87,0.0,1320192000000000000,4,Wednesday,November,4
273,Winter,0,1, Mist + Cloudy ,13.12,16.665,66,7.0015,1352937600000000000,21,Thursday,November,224
274,Summer,0,1," Light Snow, Light Rain",26.24,30.305,73,19.0012,1337040000000000000,21,Tuesday,May,109
275,Summer,0,1," Light Snow, Light Rain",15.58,19.695,94,12.998,1302652800000000000,8,Wednesday,April,164
276,Summer,0,1, Clear + Few clouds,22.14,25.76,88,7.0015,1339718400000000000,5,Friday,June,33
277,Summer,0,1, Clear + Few clouds,23.78,27.275,60,15.0013,1308009600000000000,22,Tuesday,June,188
278,Summer,0,0, Clear + Few clouds,27.06,30.305,78,15.0013,1307750400000000000,22,Saturday,June,190
279,Summer,0,1, Clear + Few clouds,22.14,25.76,28,47.9988,1333929600000000000,12,Monday,April,280
280,Winter,0,1, Clear + Few clouds,18.04,21.97,88,15.0013,1350518400000000000,3,Thursday,October,5
281,Winter,0,0, Clear + Few clouds,13.94,17.425,76,6.0032,1352592000000000000,1,Sunday,November,108
282,Spring,0,1, Clear + Few clouds,21.32,25.0,68,7.0015,1331769600000000000,10,Thursday,March,164
283,Summer,0,1, Clear + Few clouds,26.24,31.06,31,23.9994,1303084800000000000,18,Monday,April,362
284,Winter,0,1, Clear + Few clouds,14.76,17.425,50,12.998,1324252800000000000,18,Monday,December,354
285,Fall,0,1, Clear + Few clouds,28.7,33.335,84,0.0,1344384000000000000,4,Wednesday,August,7
286,Summer,0,0, Clear + Few clouds,28.7,31.82,45,27.9993,1336867200000000000,17,Sunday,May,478
287,Spring,0,1, Mist + Cloudy ,5.74,6.06,43,16.9979,1325635200000000000,13,Wednesday,January,91
288,Spring,0,0, Clear + Few clouds,17.22,21.21,16,39.0007,1298073600000000000,10,Saturday,February,106
289,Winter,0,1, Clear + Few clouds,19.68,23.485,55,6.0032,1320278400000000000,17,Thursday,November,498
290,Summer,0,1," Light Snow, Light Rain",18.04,21.97,77,15.0013,1302566400000000000,17,Tuesday,April,291
291,Summer,0,1, Clear + Few clouds,22.96,26.515,52,7.0015,1338854400000000000,22,Tuesday,June,193
292,Summer,0,1, Clear + Few clouds,13.12,15.15,66,22.0028,1334188800000000000,8,Thursday,April,624
293,Spring,0,1, Clear + Few clouds,15.58,19.695,36,22.0028,1300060800000000000,13,Monday,March,75
294,Fall,0,1, Clear + Few clouds,32.8,34.85,29,19.9995,1313020800000000000,15,Thursday,August,178
295,Summer,0,1," Light Snow, Light Rain",22.96,26.515,88,7.0015,1337040000000000000,23,Tuesday,May,71
296,Summer,0,0," Light Snow, Light Rain",23.78,27.275,49,19.0012,1304812800000000000,17,Sunday,May,351
297,Fall,0,1, Clear + Few clouds,28.7,32.575,54,8.9981,1312934400000000000,4,Wednesday,August,5
298,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,11.0014,1318982400000000000,14,Wednesday,October,97
299,Winter,0,0, Clear + Few clouds,18.86,22.725,63,27.9993,1317427200000000000,2,Saturday,October,67
300,Summer,0,1, Clear + Few clouds,21.32,25.0,55,15.0013,1304899200000000000,8,Monday,May,374
301,Fall,0,1, Clear + Few clouds,28.7,31.82,42,16.9979,1310601600000000000,10,Thursday,July,127
302,Summer,0,1, Clear + Few clouds,23.78,27.275,21,16.9979,1334016000000000000,16,Tuesday,April,362
303,Spring,0,1, Clear + Few clouds,5.74,6.06,50,22.0028,1296691200000000000,7,Thursday,February,87
304,Summer,0,1, Mist + Cloudy ,23.78,27.275,68,27.9993,1336435200000000000,10,Tuesday,May,157
305,Spring,0,0, Clear + Few clouds,21.32,25.0,29,19.0012,1331424000000000000,18,Sunday,March,389
306,Spring,0,1, Clear + Few clouds,6.56,6.06,40,31.0009,1297123200000000000,19,Tuesday,February,101
307,Summer,0,1, Clear + Few clouds,19.68,23.485,29,26.0027,1333670400000000000,14,Friday,April,490
308,Fall,0,1, Clear + Few clouds,30.34,35.605,79,8.9981,1343952000000000000,23,Friday,August,196
309,Summer,0,1, Mist + Cloudy ,23.78,27.275,46,11.0014,1338854400000000000,14,Tuesday,June,276
310,Summer,0,1, Clear + Few clouds,29.52,34.85,79,6.0032,1340064000000000000,22,Tuesday,June,291
311,Winter,0,1, Clear + Few clouds,11.48,15.15,61,6.0032,1323648000000000000,19,Monday,December,241
312,Fall,0,1, Mist + Cloudy ,29.52,12.12,58,15.0013,1345161600000000000,20,Friday,August,359
313,Summer,0,0, Clear + Few clouds,27.88,31.82,65,11.0014,1307232000000000000,19,Sunday,June,357
314,Summer,0,1, Clear + Few clouds,19.68,23.485,39,12.998,1304553600000000000,22,Thursday,May,165
315,Summer,0,1, Clear + Few clouds,36.9,40.91,37,16.9979,1307577600000000000,17,Thursday,June,409
316,Spring,0,1, Clear + Few clouds,13.94,14.395,46,35.0008,1326844800000000000,4,Wednesday,January,1
317,Spring,0,0, Clear + Few clouds,17.22,21.21,47,32.9975,1300492800000000000,8,Saturday,March,48
318,Fall,0,0, Clear + Few clouds,18.86,22.725,72,16.9979,1316304000000000000,8,Sunday,September,69
319,Fall,1,0, Mist + Cloudy ,31.98,35.605,52,0.0,1309737600000000000,12,Monday,July,447
320,Spring,0,0, Mist + Cloudy ,13.12,15.15,66,15.0013,1328313600000000000,15,Saturday,February,305
321,Spring,0,1, Clear + Few clouds,10.66,11.365,48,22.0028,1328745600000000000,12,Thursday,February,158
322,Fall,0,1, Mist + Cloudy ,29.52,33.335,48,8.9981,1347580800000000000,15,Friday,September,367
323,Spring,0,0, Clear + Few clouds,9.84,11.365,41,16.9979,1326499200000000000,17,Saturday,January,144
324,Fall,0,1, Clear + Few clouds,25.42,29.545,73,15.0013,1313452800000000000,3,Tuesday,August,6
325,Fall,0,1, Clear + Few clouds,22.96,26.515,64,7.0015,1347408000000000000,8,Wednesday,September,770
326,Spring,0,0, Mist + Cloudy ,5.74,6.06,50,19.0012,1326585600000000000,6,Sunday,January,8
327,Spring,1,0, Clear + Few clouds,14.76,16.665,43,27.9993,1325462400000000000,1,Monday,January,12
328,Spring,0,1, Clear + Few clouds,18.04,21.97,67,12.998,1326326400000000000,18,Thursday,January,421
329,Summer,0,1, Clear + Few clouds,27.06,31.06,61,11.0014,1335830400000000000,20,Tuesday,May,335
330,Summer,0,1, Clear + Few clouds,16.4,20.455,87,11.0014,1303084800000000000,4,Monday,April,6
331,Spring,0,1, Clear + Few clouds,7.38,8.335,43,16.9979,1296691200000000000,2,Thursday,February,2
332,Winter,0,1, Clear + Few clouds,8.2,12.88,69,0.0,1323648000000000000,2,Monday,December,4
333,Fall,0,0, Clear + Few clouds,31.98,37.12,62,15.0013,1312588800000000000,11,Saturday,August,349
334,Fall,1,0, Mist + Cloudy ,30.34,34.85,70,19.0012,1346630400000000000,11,Monday,September,459
335,Spring,0,0, Mist + Cloudy ,9.84,12.12,75,11.0014,1328400000000000000,7,Sunday,February,16
336,Winter,0,0, Clear + Few clouds,14.76,17.425,46,11.0014,1320451200000000000,12,Saturday,November,372
337,Spring,0,0, Clear + Few clouds,11.48,13.635,56,15.0013,1325980800000000000,21,Sunday,January,91
338,Summer,0,0, Mist + Cloudy ,20.5,24.24,72,0.0,1304208000000000000,15,Sunday,May,266
339,Fall,0,1, Clear + Few clouds,29.52,33.335,51,8.9981,1314835200000000000,15,Thursday,September,174
340,Winter,0,1, Clear + Few clouds,11.48,13.635,56,11.0014,1355270400000000000,2,Wednesday,December,9
341,Fall,0,0, Clear + Few clouds,31.16,36.365,66,19.0012,1344038400000000000,22,Saturday,August,269
342,Fall,0,0, Clear + Few clouds,31.98,37.88,65,15.0013,1344038400000000000,9,Saturday,August,278
343,Spring,0,1, Clear + Few clouds,28.7,31.82,32,0.0,1331683200000000000,18,Wednesday,March,749
344,Winter,0,1, Clear + Few clouds,21.32,25.0,48,32.9975,1349827200000000000,20,Wednesday,October,392
345,Winter,0,1, Clear + Few clouds,24.6,31.06,46,19.0012,1317772800000000000,11,Wednesday,October,170
346,Summer,0,1, Clear + Few clouds,22.96,26.515,83,11.0014,1339718400000000000,4,Friday,June,14
347,Winter,0,0, Clear + Few clouds,27.88,31.82,51,11.0014,1318118400000000000,15,Sunday,October,407
348,Fall,0,1, Mist + Cloudy ,24.6,28.03,83,8.9981,1314921600000000000,5,Friday,September,20
349,Winter,0,0," Light Snow, Light Rain",14.76,18.18,87,7.0015,1317427200000000000,21,Saturday,October,56
350,Spring,0,1, Clear + Few clouds,13.12,17.425,39,0.0,1298937600000000000,13,Tuesday,March,78
351,Spring,0,1, Clear + Few clouds,15.58,19.695,46,26.0027,1329436800000000000,12,Friday,February,198
352,Fall,0,0, Clear + Few clouds,29.52,33.335,58,12.998,1315612800000000000,18,Saturday,September,360
353,Winter,0,1, Mist + Cloudy ,29.52,33.335,54,12.998,1349308800000000000,12,Thursday,October,288
354,Spring,1,0, Clear + Few clouds,9.84,10.605,44,26.0027,1326672000000000000,14,Monday,January,181
355,Winter,0,1, Clear + Few clouds,17.22,21.21,82,7.0015,1349049600000000000,4,Monday,October,10
356,Spring,0,1, Mist + Cloudy ,14.76,16.665,34,23.9994,1331251200000000000,11,Friday,March,187
357,Fall,0,1, Clear + Few clouds,27.88,31.82,61,6.0032,1312934400000000000,5,Wednesday,August,32
358,Fall,0,1," Light Snow, Light Rain",22.14,25.76,83,26.0027,1315267200000000000,8,Tuesday,September,364
359,Summer,0,1, Clear + Few clouds,20.5,24.24,55,15.0013,1303171200000000000,0,Tuesday,April,25
360,Winter,0,0, Clear + Few clouds,17.22,21.21,38,19.9995,1321660800000000000,16,Saturday,November,287
361,Summer,0,1, Clear + Few clouds,26.24,31.06,29,11.0014,1307059200000000000,20,Friday,June,293
362,Spring,0,1, Clear + Few clouds,3.28,8.335,73,0.0,1297382400000000000,7,Friday,February,74
363,Winter,0,1, Clear + Few clouds,13.12,15.91,81,12.998,1320105600000000000,5,Tuesday,November,18
364,Spring,0,1, Clear + Few clouds,4.1,5.305,46,16.9979,1325548800000000000,22,Tuesday,January,33
365,Summer,0,0, Clear + Few clouds,29.52,32.575,45,23.9994,1336867200000000000,15,Sunday,May,499
366,Summer,0,1, Clear + Few clouds,24.6,28.79,78,22.0028,1336089600000000000,0,Friday,May,89
367,Winter,0,0," Light Snow, Light Rain",14.76,18.18,87,7.0015,1317427200000000000,20,Saturday,October,66
368,Fall,0,1, Clear + Few clouds,28.7,33.335,79,6.0032,1315526400000000000,13,Friday,September,122
369,Summer,0,0, Clear + Few clouds,28.7,32.575,65,0.0,1308441600000000000,0,Sunday,June,89
370,Winter,1,0, Clear + Few clouds,22.96,26.515,88,6.0032,1318204800000000000,22,Monday,October,126
371,Spring,0,1, Mist + Cloudy ,17.22,21.21,94,0.0,1330560000000000000,6,Thursday,March,109
372,Winter,1,0, Clear + Few clouds,15.58,19.695,87,0.0,1352678400000000000,5,Monday,November,24
373,Winter,0,1," Light Snow, Light Rain",22.96,26.515,100,11.0014,1318982400000000000,18,Wednesday,October,140
374,Fall,0,1, Clear + Few clouds,28.7,33.335,79,12.998,1344211200000000000,5,Monday,August,25
375,Fall,0,0, Clear + Few clouds,22.14,25.76,49,27.9993,1347667200000000000,6,Saturday,September,33
376,Fall,0,1, Clear + Few clouds,32.8,36.365,43,12.998,1312848000000000000,20,Tuesday,August,292
377,Winter,0,0, Clear + Few clouds,15.58,19.695,66,11.0014,1318723200000000000,6,Sunday,October,10
378,Summer,0,1, Clear + Few clouds,31.16,33.335,27,8.9981,1308096000000000000,16,Wednesday,June,312
379,Spring,0,1, Clear + Few clouds,24.6,30.305,28,16.9979,1297900800000000000,15,Thursday,February,106
380,Winter,0,0, Mist + Cloudy ,10.66,12.12,93,16.9979,1354320000000000000,9,Saturday,December,193
381,Spring,0,1, Mist + Cloudy ,8.2,10.605,37,11.0014,1294358400000000000,16,Friday,January,87
382,Winter,0,1, Mist + Cloudy ,22.14,25.76,68,0.0,1321315200000000000,12,Tuesday,November,176
383,Fall,0,1, Clear + Few clouds,31.98,35.605,49,8.9981,1344902400000000000,12,Tuesday,August,300
384,Winter,0,0, Mist + Cloudy ,17.22,21.21,67,12.998,1349568000000000000,10,Sunday,October,185
385,Winter,0,1, Clear + Few clouds,7.38,12.12,74,0.0,1323648000000000000,4,Monday,December,3
386,Fall,0,1, Mist + Cloudy ,29.52,34.09,66,6.0032,1313712000000000000,11,Friday,August,165
387,Summer,0,1, Clear + Few clouds,16.4,20.455,43,8.9981,1333411200000000000,0,Tuesday,April,33
388,Spring,0,1, Clear + Few clouds,18.04,21.97,38,16.9979,1328572800000000000,14,Tuesday,February,138
389,Winter,0,1, Mist + Cloudy ,22.14,25.76,49,8.9981,1350432000000000000,13,Wednesday,October,310
390,Winter,0,1, Clear + Few clouds,12.3,15.15,70,11.0014,1351814400000000000,3,Friday,November,3
391,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,11.0014,1310083200000000000,2,Friday,July,22
392,Winter,0,1, Mist + Cloudy ,21.32,25.0,77,12.998,1318896000000000000,23,Tuesday,October,70
393,Spring,0,1, Mist + Cloudy ,10.66,15.15,60,0.0,1329177600000000000,0,Tuesday,February,14
394,Winter,1,0, Clear + Few clouds,12.3,14.395,49,16.9979,1320969600000000000,5,Friday,November,13
395,Spring,0,0, Clear + Few clouds,9.02,11.365,69,8.9981,1331424000000000000,8,Sunday,March,72
396,Spring,0,1, Clear + Few clouds,13.94,17.425,23,7.0015,1329091200000000000,14,Monday,February,135
397,Summer,0,0, Mist + Cloudy ,14.76,17.425,93,8.9981,1302307200000000000,22,Saturday,April,87
398,Winter,0,1, Clear + Few clouds,16.4,20.455,66,11.0014,1349913600000000000,22,Thursday,October,177
399,Fall,0,0," Light Snow, Light Rain",26.24,30.305,73,0.0,1345334400000000000,14,Sunday,August,149
400,Fall,0,0, Clear + Few clouds,27.88,31.82,83,8.9981,1315008000000000000,21,Saturday,September,164
401,Summer,0,1, Clear + Few clouds,24.6,31.06,38,26.0027,1304640000000000000,15,Friday,May,260
402,Spring,0,0, Clear + Few clouds,8.2,9.85,55,15.0013,1295049600000000000,11,Saturday,January,72
403,Spring,0,1, Clear + Few clouds,18.86,22.725,88,7.0015,1332115200000000000,8,Monday,March,579
404,Summer,0,0, Clear + Few clouds,25.42,31.06,35,19.0012,1338595200000000000,20,Saturday,June,399
405,Winter,0,0, Clear + Few clouds,10.66,13.635,87,7.0015,1352505600000000000,4,Saturday,November,6
406,Fall,0,0, Clear + Few clouds,36.9,42.425,42,19.9995,1312675200000000000,12,Sunday,August,370
407,Winter,0,1, Mist + Cloudy ,15.58,19.695,66,0.0,1354838400000000000,17,Friday,December,568
408,Fall,0,0, Clear + Few clouds,33.62,39.395,56,27.9993,1344124800000000000,11,Sunday,August,437
409,Spring,0,1, Mist + Cloudy ,12.3,14.395,52,16.9979,1299801600000000000,21,Friday,March,53
410,Fall,0,1, Clear + Few clouds,19.68,23.485,77,11.0014,1347321600000000000,2,Tuesday,September,6
411,Summer,0,0, Clear + Few clouds,23.78,27.275,83,16.9979,1305417600000000000,9,Sunday,May,134
412,Summer,0,1, Clear + Few clouds,23.78,27.275,88,11.0014,1307404800000000000,5,Tuesday,June,32
413,Spring,0,0, Clear + Few clouds,4.1,3.79,46,27.9993,1294531200000000000,3,Sunday,January,4
414,Winter,0,1, Clear + Few clouds,20.5,24.24,72,12.998,1350432000000000000,19,Wednesday,October,516
415,Summer,0,1, Clear + Few clouds,20.5,24.24,59,31.0009,1336608000000000000,9,Thursday,May,361
416,Spring,0,0, Mist + Cloudy ,6.56,9.85,59,6.0032,1295049600000000000,2,Saturday,January,12
417,Fall,0,1," Light Snow, Light Rain",28.7,33.335,84,19.0012,1344556800000000000,5,Friday,August,33
418,Winter,0,0, Mist + Cloudy ,13.12,15.15,49,16.9979,1351900800000000000,5,Saturday,November,9
419,Summer,0,0," Light Snow, Light Rain",17.22,21.21,41,15.0013,1301788800000000000,20,Sunday,April,79
420,Spring,0,1, Mist + Cloudy ,6.56,9.09,64,7.0015,1296518400000000000,0,Tuesday,February,8
421,Fall,0,1, Clear + Few clouds,27.06,30.305,83,0.0,1343865600000000000,3,Thursday,August,6
422,Winter,0,0, Clear + Few clouds,18.86,22.725,51,6.0032,1352505600000000000,19,Saturday,November,283
423,Spring,0,1, Mist + Cloudy ,14.76,17.425,87,12.998,1330646400000000000,20,Friday,March,100
424,Summer,0,0, Clear + Few clouds,23.78,27.275,37,11.0014,1304726400000000000,18,Saturday,May,289
425,Fall,0,1, Clear + Few clouds,28.7,33.335,84,8.9981,1344297600000000000,1,Tuesday,August,18
426,Summer,0,0, Mist + Cloudy ,22.14,25.76,77,7.0015,1336262400000000000,10,Sunday,May,333
427,Fall,0,0, Clear + Few clouds,33.62,38.635,52,30.0026,1347062400000000000,14,Saturday,September,626
428,Fall,0,1, Clear + Few clouds,28.7,32.575,65,19.0012,1312761600000000000,6,Monday,August,95
429,Summer,0,1, Clear + Few clouds,22.96,26.515,73,8.9981,1336003200000000000,12,Thursday,May,301
430,Winter,0,1, Clear + Few clouds,13.94,16.665,31,8.9981,1321574400000000000,14,Friday,November,154
431,Winter,0,1, Mist + Cloudy ,16.4,20.455,40,32.9975,1351814400000000000,14,Friday,November,262
432,Winter,0,1, Mist + Cloudy ,10.66,13.635,70,8.9981,1354838400000000000,2,Friday,December,11
433,Fall,0,1, Clear + Few clouds,32.8,34.85,26,0.0,1309478400000000000,12,Friday,July,263
434,Spring,0,1, Clear + Few clouds,13.94,15.91,53,19.0012,1330646400000000000,2,Friday,March,6
435,Spring,0,1, Clear + Few clouds,4.1,6.82,42,0.0,1297209600000000000,8,Wednesday,February,199
436,Summer,0,1, Clear + Few clouds,27.88,31.82,83,12.998,1339459200000000000,20,Tuesday,June,386
437,Fall,0,0, Clear + Few clouds,27.06,31.06,47,16.9979,1347148800000000000,11,Sunday,September,585
438,Summer,0,1, Clear + Few clouds,24.6,28.03,83,8.9981,1339545600000000000,4,Wednesday,June,10
439,Winter,0,0, Clear + Few clouds,9.84,12.88,65,6.0032,1321056000000000000,2,Saturday,November,46
440,Spring,0,1, Clear + Few clouds,5.74,7.575,50,8.9981,1326931200000000000,2,Thursday,January,3
441,Spring,1,0, Clear + Few clouds,9.84,12.88,35,0.0,1325462400000000000,9,Monday,January,68
442,Winter,0,1, Mist + Cloudy ,19.68,23.485,67,22.0028,1321228800000000000,9,Monday,November,233
443,Winter,0,0, Clear + Few clouds,17.22,21.21,58,19.9995,1350086400000000000,23,Saturday,October,125
444,Summer,0,0," Light Snow, Light Rain",16.4,20.455,82,22.0028,1302912000000000000,6,Saturday,April,10
445,Winter,0,0, Clear + Few clouds,18.04,21.97,54,8.9981,1352505600000000000,18,Saturday,November,359
446,Fall,0,1, Clear + Few clouds,27.06,31.06,65,6.0032,1344816000000000000,1,Monday,August,14
447,Spring,0,1, Clear + Few clouds,9.02,9.85,35,26.0027,1297123200000000000,15,Tuesday,February,51
448,Summer,0,1, Clear + Few clouds,24.6,31.06,40,26.0027,1301875200000000000,11,Monday,April,124
449,Summer,0,1, Clear + Few clouds,22.96,26.515,94,7.0015,1307318400000000000,4,Monday,June,8
450,Summer,0,1," Light Snow, Light Rain",13.94,15.91,87,15.0013,1302220800000000000,14,Friday,April,15
451,Summer,0,1, Clear + Few clouds,27.06,31.06,54,12.998,1334620800000000000,0,Tuesday,April,43
452,Spring,0,1, Clear + Few clouds,18.04,21.97,44,15.0013,1331510400000000000,11,Monday,March,150
453,Spring,0,1, Mist + Cloudy ,7.38,9.09,64,12.998,1299196800000000000,1,Friday,March,4
454,Summer,0,1," Light Snow, Light Rain",18.86,22.725,47,16.9979,1334707200000000000,11,Wednesday,April,119
455,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0.0,1320710400000000000,2,Tuesday,November,1
456,Spring,0,1, Clear + Few clouds,21.32,25.0,23,19.9995,1299024000000000000,14,Wednesday,March,96
457,Spring,0,1, Clear + Few clouds,5.74,6.06,33,19.9995,1299110400000000000,6,Thursday,March,35
458,Winter,0,0, Clear + Few clouds,17.22,21.21,71,7.0015,1320537600000000000,18,Sunday,November,185
459,Spring,0,1, Clear + Few clouds,7.38,9.09,43,12.998,1294185600000000000,7,Wednesday,January,88
